"title_name","address","address1","for_description","country","competition_corner","startDate","startMonth","startYear","endDate","endMonth","endYear","organizer_name","organizer_url","page_url"
"Jailbreak Tour  Method Training","Mast House, Beaminster Way E, Newcastle upon Tyne NE3 2ER","Method Training","BFMG Jailbreak Tour is Part Of The Solution!

The competition will take place over the course of one day and will be for same sex pairs. We will have two categories; Scaled and RX.

Scaled: Whether you&#39;ve done functional fitness for 2 days or 2 years we want you to get involved. There won&#39;t be any advanced movements or gymnastics in this category, just lots of fun!

RX: For the more experienced athlete, some heavier weights and slightly more advanced movements. You know the drill. There will be a rig at this competition - but no muscle ups!

This a direct entry competition, with no qualifiers.

This is a non-profit event, all profits made acrossthe Jailbreak Tour competitions will be going back to your gyms!

Registration: 07:45am

Athlete Brief: 08:15am

First Workout: 09:00am

End: 05:30 pm


https://www.partofthesolution.uk/","GB","Battle For Middle Ground Presents","06","11","2021","06","11","2021","Battle For Middle Ground","http://www.bfmg.co.uk","https://throwdownhub.io/calendar/competition/info/855"
"Bull Ring Competition","Unit 1, Enterprise Court Geddington Rd, Corby NN18 8ET","Shirefit","Inter-ShireFit friendly mixed pairs competition!","GB","ShireFit Presents","04","09","2021","04","09","2021","ShireFit","http://www.shire.fit","https://throwdownhub.io/calendar/competition/info/856"
"The Yorkshire Throwdown  Proper Fit","CrossFit Pontefract Unit 3 Prince George Trading Estate Skinner Ln Pontefract WF8 1HX United Kingdom","CrossFit Pontefract","Strong101 is about to host the next round in a series of fitness events to determine the Strongest and fittest teams in and around Yorkshire.

&quot;Proper Fit&quot;

Fitness and competition are without doubt our core values at Strong101, but our competitions are a celebration of the community and fun that we love about CrossFit.
We have an action-packed day with an amazing final event planned. The workouts will be programmed to ensure all range of athletes get to prove their metal.
With an amazing House DJ and experienced competition team, we guarantee you will have fun and be challenged on the day. Our main aim when programming these events is to provide a fun yet challenging event which remains inclusive to all. You will definitely go home knowing you&rsquo;ve given everything to be crowned Yorkshires Fittest Team","GB","CrossFit Pontefract Presents","25","09","2021","25","09","2021","CrossFit Pontefract","http://www.strong101.co.uk","https://throwdownhub.io/calendar/competition/info/858"
"RENEGADE GAMES 2021","Unit 13-14, Earith Business Park, Meadow Drove, Earith, Huntingdon PE28 3QF","CrossFit RTV","Our competition is in its third year and we are committed to making this a stand out fixture in the fitness calendar. This weekend we remember those from the Armed Forces who have served past and present. We will be raising money for &#39;Scotty&#39;s Little Soldiers&#39; a charity dedicated to supporting children &amp; young people who have lost a parent serving in the British Armed Forces.You can find out more about the charity anddonate via the link that we will make available. We will be asking athletes to spread the word and help us raise as much money as possible for this worthwhile cause.

We are looking for athletes with that Renegade mindset! We want competitors who are ready to test themselves andtake on the extreme challenges of the Renegade Games. As we did in 2019 we have some fantastic prizes from our awesome sponsors for those willing to put their bodies on the line and all those who enter will become part of our Renegade community.

Thisevent takes the spirit of the hero WODS into competition. We want to create a true test of commitment, resolve and teamwork in the face of tough physical challenges using that Renegade spirit to push through and complete each test. Our connection to this military spirit is expressed in the programming, our support to our chosen military charity and our mission statement. We look to our ambassadors for inspiration who show determination in the face of adversity and if you complete the workouts you earn your title of Renegade!

You must be able to complete all weights and movements at an RX Open level standard. Any questions relating to this let us know.

We look forward to welcoming you and thank you for your support as you join us on this journey.

Will and Matt

Renegade Games","GB","Renegade Games Presents","13","11","2021","13","11","2021","Renegade Games","","https://throwdownhub.io/calendar/competition/info/861"
"Battlefield Throwdown  Same Sex Pairs","Unit 4 Hussey Road, Shrewsbury, SY1 3TE","CrossFit SY1","Time to Throwdown on the Battlefield with our Same Sex Pairs CrossFit Competition. RX and Scaled categories

&pound;50 per team

RX standard

Be comfortable doing the following for reps

Double Unders

Chest to Bar Pull Ups

Toes to Bar

Clean and Jerk 60/40

Snatch 45/30

Thrusters 45/30

Deadlifts 100/70

​Handstand Push Ups

Scaled standard

willing to have fun and enjoy yourself","GB","CrossFit SY1 Presents","06","11","2022","06","11","2022","CrossFit SY1","http://www.crossfitsy1.com","https://throwdownhub.io/calendar/competition/info/862"
"CrossFit Volentia Quad squad 2022","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","Create your mixed team of 4 (2 x Female, 2 x Male) and get signed up for a great day of fitness here at CrossFit Volentia!



Event information:


	3 WODS for every team.
	New WOD challenges for 2022.
	Updated WODS means each athlete will get more time on the floor.
	Great prizes for podium finishers
	Food and refreshments available on the day
	Free for spectators
	Professional photos from the day.
	We ALWAYS run on time so no need to worry if you&#39;ll make it home for Sunday dinner or not!




Movement standards:




	This is an inclusive competition accessible to all levels.
	You will need a good understanding of fundamental functional movements including; weightlifting, gymnastics, kettlebell, dumbbell and bodyweight movements, including full depth squats (hip crease below knee) but other than that all are welcome. Scaling options will be available if needed.
	Expect fun, challenging and accessible WODS on the day.




NOTE: This is the Quad Squad event but with a new twist! Regardless of your fitness level you WILL be challenged. Get signed up today!","GB","CrossFit Volentia Presents","27","03","2022","27","03","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/864"
"CrossFit Volentia  Mixed Pairs 2022","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","The CrossFit Volentia Mixed Sex Pairs Throwdown

Back by popular demand!



Grab a mate of the opposite sex (MF teams) and join us for a challenging, community driven event here at CrossFit Volentia!



Useful Info:


	Prizes for all podium finishers.
	3 WODS for all teams (lowest points wins)
	Food and drinks available on the day
	Vendors on the day
	Free for spectators
	No qualifiers
	Scaled and RX categories
	Professional pictures from the event




Movement requirements (RX):


	Barbell movements (Clean, squat, STO etc) 60kg / 40kg
	Kettlebell movements (Goblet squat, snatch, lunge etc) 24kg/ 16kg
	Dumbell movements 22.5kg/ 15kg
	A good understanding and proficiency of all basic and the majority of RX CrossFit movements.


Movement requirements (SCALED):


	Barbell movements (Clean, squat, STO etc) 40kg / 30kg
	Kettlebell movements (Goblet squat, snatch, lunge etc) 16kg/ 12kg
	Dumbbell movements 15kg/ 10kg
	A good understanding and proficiency of all basic CrossFit movements.




Grab your tickets today and we&#39;ll see you on the leaderboard!","GB","CrossFit Volentia Presents","01","05","2022","01","05","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/865"
"CrossFit Volentia  Mixed Pairs 2022","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","The CrossFit Volentia Mixed Sex Pairs Throwdown

Back by popular demand!



Grab a mate of the opposite sex (MF teams) and join us for a challenging, community driven event here at CrossFit Volentia!



Useful Info:


	Prizes for all podium finishers.
	3 WODS for all teams (lowest points wins)
	Food and drinks available on the day
	Vendors on the day
	Free for spectators
	No qualifiers
	Scaled and RX categories
	Professional pictures from the event




Movement requirements (RX):


	Barbell movements (Clean, squat, STO etc) 60kg / 40kg
	Kettlebell movements (Goblet squat, snatch, lunge etc) 24kg/ 16kg
	Dumbell movements 22.5kg/ 15kg
	A good understanding and proficiency of all basic and the majority of RX CrossFit movements.


Movement requirements (SCALED):


	Barbell movements (Clean, squat, STO etc) 40kg / 30kg
	Kettlebell movements (Goblet squat, snatch, lunge etc) 16kg/ 12kg
	Dumbbell movements 15kg/ 10kg
	A good understanding and proficiency of all basic CrossFit movements.




Grab your tickets today and we&#39;ll see you on the leaderboard!","GB","CrossFit Volentia Presents","01","05","2022","01","05","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/865"
"Be Defiant Same Sex Pairs","Unit 6 Shaftsbury Court, Cotton Brook Road, Sir Francis Ley Industrial Estate, Derby, DE23 8JY","CrossFit Derby","Event Overview

Be Defiant is throwing the best CrossFit competition theMidlands has ever seen, our first event will be a same sex pairs throwdown on 16thand 17thApril 2022. We want to celebrate everything we love about functional fitness and more specifically howbeing active positively affects our mental health. There will be a range of vendors and event partners on site for the event for you to browse between workouts. Be Defiant Pairs will be structured to allow every one of any level to take part and test themselvesboth physicallyand mentally by splitting the weekend into two days. Saturday the 16thApril 2022 will be Scaled and Sundaythe 17th April 2022 will be RX.

Physical Challenge

Be Defiant Pairs will be hosted at CrossFit Derby which is a well-established CrossFit Affiliate making it the perfect venue for our first event. CrossFit Derby&rsquo;s Head Coach Luke Townsend will be programming events to test your mental and physical fortitude using classic CrossFit inspired formatting. A range of equipment will be used to provide a well-rounded test which will include but is not limited to Concept 2 Rowers, Air Bikes, Dumbbells, Kettlebells, Plyometric Boxes, Gymnastics Rigand of course the mighty Barbell.

Which category should you enter? Don&rsquo;t worry, we have you covered! Prior to the competition a series of workouts will be released for pairs to complete and submit. Your scores from these workouts will determine your category and therefore the day you compete to ensure athletes of similar abilities will be competing against each other. Movement demonstrations and standards will be given on the day.

Qualifiers

Qualifying workouts will be released 01/01/2022 and will need to be completed by the 28/02/2022. The qualifying workouts will be emailed to each pair and an online submisson of scores will be needed by 28/02/2022.

Our Goal

Our goals for this event are to make sure that each athlete is challenged while having a fantastic time in a supportive and encouraging environment, along with showing how being active positively affects our mental health. Whether you are entering Be Defiant Pairs as your first competition or you are a seasoned athlete we want to ensure that a well-rounded test of fitness along with a day of fun and community is had by everyone.

Entry to Be Defiant Pairs will be &pound;65 per pair - Places are limited to 26pairs each day(13 female &amp;13 male) so make sure that you don&rsquo;t miss out and book your spot!

EARLY BIRD SPECIAL - Book before 31/01/2022 and receive &pound;10 off the total amount - Use code BDEARLYBIRD","GB","Be Defiant  Presents","16","04","2022","17","04","2022","Be Defiant ","http://www.bedefiantclothing.co.uk","https://throwdownhub.io/calendar/competition/info/866"
"ORESome TwoSome Throwdown","E5, Halesfield 5, Telford TF7 4QJ","Ore Crossfit ","Join us at the OREsome TwoSome Throwdown 2021.

This is an event for teams of 2, mixed sex (1 male &amp; 1 female)

We have two divisions, scaled and RX, with 12 teams in each division.

Below are some standards to give you an idea of what you may face on the day:

RX:

Deadlift 60/80kg
Pull ups
Toes to bar
Muscle Ups
Handstand Walks
24/30 inch box jumps
Double unders
Barbell 40/60kg
Dumbbell 15/22.5kg


Scaled:

Deadlift 25/40kg
Jumping/ assisted pull ups
Hanging knee raises
20 inch box jumps or step ups
Single unders
Barbell 30/40kg
Dumbbell 10/15kg

Every team is guaranteed 4 workouts across the day.

No qualifiers, just sign up and turn up.

See you there!!","GB","Ore Crossfit  Presents","05","12","2021","05","12","2021","Ore Crossfit ","https://www.orefitnesscommunity.co.uk/","https://throwdownhub.io/calendar/competition/info/867"
"JJK GAMES ","Unit 3, 28 Rucklers Lane, Kings Langley, WD4 8AU","JJK Fitness ","This event is a functional fitness competition!

You can expect teamwork, tactics engine, power, physical &amp; mental strength.

Compete with like minded people in a friendly and supportive training environment.

Events programmed the &quot;JJK WAY&quot;

Pre &amp; post refreshments with our on site coffee shop, JJK Grab &amp; Go!

Post workout BBQ by JJK Fuel!","GB","JJK FITNESS  Presents","20","11","2021","20","11","2021","JJK FITNESS ","https://www.jjkfitness.co.uk/","https://throwdownhub.io/calendar/competition/info/869"
"Oxhouse Team Series Every Second Counts","Optima Stadium, Winterstoke Road, Weston-super-Mare, BS24 9AA","Oxhouse","OXHOUSE TEAM SERIES

BOOK NOW | &pound;140 PER TEAM | LIMITED SPACES AVAILABLE

SAME SEX TEAMS OF 4: SUNDAY 5TH DECEMBER 2021

- Compete over 3 WODS and a Final event in our single day competition

- Free team t-shirt/vest for all registered athletes

- Every kg lifted, rep or calorie completed in WODs 1 and 2 will earn you seconds to compete in WOD 3 in a for-time workout for a spot in the final

- WODS will include functional movements including ergs, gymnastics, barbells, dumbbells with options to scale.

No qualifiers - open to all levels

Prizes for 1ST, 2ND, and 3RD

Athlete registration: 7.30AM | WOD briefing: 8AM | WOD 1 Heat 1: 9AM

Workouts released week of the event

CrossFit Oxhouse, Winterstoke Road, Weston-super-Mare, BS24 9AA

We will issue full refunds if the event can&rsquo;t go ahead due to Covid-19, otherwise no refunds issues available","GB","Oxhouse Presents","05","12","2021","05","12","2021","Oxhouse","http://www.theoxhouse.com","https://throwdownhub.io/calendar/competition/info/870"
"Adult PE Teams ","Unit 7 Halliwell business park bl1 8DL ","Project Elevation ","After the success of the last 2 mixed pairs comps ...thought its time to mix it up a make it Teams of 4s (2 Male 2 female )There will still be both Scaled and RX Categories.







Scaled requirements



Wall ball 3/6kg



DB 10/15kg



KB 12/20kg



Barbell 25/40kg



box step ups 20/24&quot;



Skipping



Ab mat sit ups







RX



Wall ball 6/9kg



DB 15/22.5kg



KB 16/24kg



Barbell 40/60kg



T2B



Pull ups



Rope climbs (2 Athletes)



DU (2 Athletes)



There is nothing more fun than team workouts, so what better way than to have a day full them :-)","GB","Project elevation  Presents","26","03","2022","26","03","2022","Project elevation ","","https://throwdownhub.io/calendar/competition/info/871"
"CrossFit Colchester Events  Mixed Teams of 3","CO49TB","crossfit colchester","This mixed-sex three&rsquo;s competition in which any combination of male and female teams will be allowed &ndash; 2 Males + 1 Female or 2 Females + 1 Male.

Workouts will be programmed considering your team&#39;s makeup. So grab your teammates, any teammates and enter today!

12pm &ndash; 6pm on Sunday, December 12th

This is an &lsquo;inclusive&rsquo; event which, to us, means the movements and workouts are accessible to people of most abilities.

Don&rsquo;t expect an easy day!

Do expect to have a great time doing some fun PE in a buzzing comp day environment.

And regardless of whether this is your first competition or your 20th &ndash; you will be tested by some well-rounded fitness tests!

You can see past events on our CrossFit Colchester Events Instagram Page @crossfitcolchesterevents.","GB","CrossFit Colchester Presents","12","12","2021","12","12","2021","CrossFit Colchester","https://www.crossfitcolchesterevents.co.uk","https://throwdownhub.io/calendar/competition/info/872"
"The Flanders Throwdown LETSCOMPETE FLTD2021","Langdries 4, 9450 Haaltert, Belgium","Crossfit Holthem","The Flanders Throwdown is a community-focused team event and is suitable for participants of all ages. We believe that fitness is a lifestyle and not a list of goals to check off. That is exactly why our event is open to everyone and not just athletes or extremely fit individuals. Check out our site for more information on how to participate and start training today.","BE","The Flanders Throwdown Presents","17","12","2021","19","12","2021","The Flanders Throwdown","https://www.theflandersthrowdown.com","https://throwdownhub.io/calendar/competition/info/875"
"Trafford Fit  Mixed Sex 4s Comp  Scaled  Intermediate","WA14 5DD","Trafford Fit","Our first comp of 2022 starts with a Mixed Sex 4&#39;s!

There will be a SCALED &amp; INTERMEDIATE (SCALED+) category......So 2 categories in total! All on Saturday 5th February.

And as always......the emphasis will be on FUN, throwing down with your mates and generally having a good time!

Can&#39;t wait to see you all.

Trafford Fit","GB","Trafford Fit Presents","05","02","2022","05","02","2022","Trafford Fit","https://trafford.fit/","https://throwdownhub.io/calendar/competition/info/877"
"PEAK OFF MASTERS","ol59lr","Peak Strength","Calling all masters athletes. A competition designed just for you. Challenges to test you and your partner whilst staying inclusive and fair.There will be four events to challenge you and test your fitness.

EVENT INFO
SUNDAY 6TH FEBRUARY
MIXED PAIRS
70+ COMBINED AGE LIMIT
INDIVIDUAL MINIMUM AGE LIMIT OF 30+
SCALED AND RX CATEGORIES

MOVEMENT STANDARDS
These standards are not an indication of movements that will be in the competition. They are a guideline as to the ability of the athlete that best fits this category.

SCALED
7/5 WALL BALL
15/10 DUMBELL
20&quot; BOX JUMPS
42.5/30 BARBELL CYCLE
30/20 THRUSTERS
SCALED GYMNASTIC MOVEMENTS

RX
9/7 WALL BALL
22.5/15 DUMBELL
24&quot; BOX JUMPS
60/40 BARBELL CYCLE
42.5/30 THRUSTERS
MODERATE LEVELS OF GYMNASTICS

Vendors and prizes will be given on the day!..","GB","Peak Strength Presents","06","02","2022","06","02","2022","Peak Strength","http://www.peakstrength.co.uk","https://throwdownhub.io/calendar/competition/info/878"
"Battle The Blues","Units 6&7, Barrow Close, Whitehills Industrial Estate, Blackpool, Lancs. FY4 5PS","CrossFit Blackpool","BATTLE THE BLUES

TICKETS NOW ON SALE



Saturday 15th January

Same Sex Pairs

RX and Scaled Categories



RX - usual Rx standards, if you mostly go Rx in your Box, then this is your category



Scaled - scaled version of the workouts, open to all abilities



No Rig Work



A Competition/Throwdown with the emphasis on enjoying ourselves and having a good time! Open to all, everyone welcome!!



Tickets &pound;60 per pair

Limited Places Available



To purchase tickets, please see the link in bio or contact us directly by Email, Instagram or Facebook



https://www.crossfitblackpool.com/store#tmup=/p/13006-crossfit-blackpool/store/","GB","CrossFit Blackpool  Presents","15","01","2022","15","01","2022","CrossFit Blackpool ","http://www.crossfitblackpool.com","https://throwdownhub.io/calendar/competition/info/879"
"The Eagle Throwdown SCALED LIVE FINALS","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","Welcome to THEEAGLE THROWDOWN SCALED LIVE FINALS event page.



Athletes will have earned their ticket to this event by securing a top 20 spot via the online qualfiiers.



General info:


	This live event will be held at CrossFit Volentia.
	The event will run from 08:15 to 17:00.
	We always run on time, so no need to miss your Sunday dinner!
	Amazing prizes and sponsors.
	Professional photos will be taken on the day.
	Food and drinks available throughout the event.
	All further information will be provided leading up to the event.","GB","CrossFit Volentia Presents","23","01","2022","23","01","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/880"
"The Eagle Throwdown RX LIVE FINALS","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","Welcome to THEEAGLE THROWDOWN RX LIVE FINALS event page.



Athletes will have earned their ticket to this event by securing a top 20 spot via the online qualfiiers.



General info:


	This live event will be held at CrossFit Volentia.
	The event will run from 08:15 to 17:00.
	We always run on time, so no need to miss your Sunday dinner!
	Amazing prizes and sponsors.
	Professional photos will be taken on the day.
	Food and drinks available throughout the event.
	All further information will be provided leading up to the event.","GB","CrossFit Volentia Presents","30","01","2022","30","01","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/881"
"WINTER WONDERLAND","","","Insert your description here...","","ShireFit Corby Presents","20","11","2021","20","11","2021","ShireFit Corby","","https://throwdownhub.io/calendar/competition/info/882"
"FORM FITNESS SERIES  SAME SEX PAIRS SCALED","6 Leodis court, Ls11 5jj","FORM Leeds","The Form Fitness Series is back for 2021 at the now iconic FORM Leeds! We arean old school functional fitness throw-down in a modern and unique facility. Think competitive exercise in a fun, friendly environment.

We have lined up an action-packed dayof 4 challenging WODs.The Scaled category is aimed at those athletes who are new to functional fitness, who have never competed before and is programmed to be beginner friendly.

We believe our competitions are the best, box-based, no qualifier competition in the UK. If this is to be your first time at Form Leeds just a quick read through the awesome feedback we have received on our Form Fitness Series Facebook page will be enough to convince you to get involved.

With a world class photographer and DJ and an amazingly experienced competition team you will be sure to have fun and be challenged on the day. Our aim when programming these events is to provide a fun yet challenging event which remains inclusive to all. We want to send you home knowing you&#39;ve worked hard and hopefully provided you with a couple of areas to focus your training over the following few months.

Please note- We have scheduled a backup date for this competition,

the backup date is Saturday July 16th 2022.

Please save this date as an alternative. The backup date will only be used in case of changes in our ability to host a competition.

We will only reschedule if government guidelines prevent us from hosting indoor gatherings.

Podium prizes will be given to the top three teams.

The price per team is &pound;80 + booking fee.



Terms and conditions apply &ndash; no refunds (however selling teams on and making changes to team members is permitted).","GB","FORM Leeds Presents","19","03","2022","19","03","2022","FORM Leeds","https://beformidable.co.uk/","https://throwdownhub.io/calendar/competition/info/883"
"FORM FITNESS SERIES SAME SEX PAIR","6 Leodis court, Ls11 5jj","FORM Leeds","he Form Fitness Series is back for 2021 at the now iconic FORM Leeds! We arean old school functional fitness throw-down in a modern and unique facility. Think competitive exercise in a fun, friendly environment.

We have lined up an action-packed day of 4 challenging WODs. Even though this is an RX&#39;d event we spend a long time working out the programming to ensure the workouts are challenging but also achievable. If you have never tried your hand in the world of RX&#39;d competitions before this would be the perfect place to start. We believe our competitions are the best, box-based, no qualifier competition in the UK. If this is to be your first time at Form Leeds just a quick read through the awesome feedback we have received on our Form Fitness Series Facebook page will be enough to convince you to get involved.

With a world class photographer and DJ and an amazingly experienced competition team you will be sure to have fun and be challenged on the day.Our aim when programming these events is to provide a fun yet challenging event which remains inclusive to all. We want to send you home knowing you&#39;ve worked hard and hopefully provided you with a couple of areas to focus your training over the following few months.

Please note- We have scheduled a backup date for this competition,

the backup date is Sunday July 17th 2022.

Please save this date as an alternative. The backup date will only be used in case of changes in our ability to host a competition.

We will only reschedule if government guidelines prevent us from hosting indoor gatherings.

Podium prizes will be given to the top three teams.

The price per team is &pound;80 + booking fee.

Terms and conditions apply &ndash; no refunds allowed (however selling teams on and making changes to team members is permitted).","GB","FORM Leeds Presents","20","03","2022","20","03","2022","FORM Leeds","https://beformidable.co.uk/","https://throwdownhub.io/calendar/competition/info/884"
"Southern Rivals  The Quads","Unit 3B Barton Park, Chickenhall Lane, Eastleigh, Hampshire, SO50 6RR","CrossFit Southampton","Join us on either Saturday 2nd April 2022 (scaled) or Sunday 3rd April 2022 (RX) for a mixed teams competition at CrossFit Southampton, a huge functional fitness space on the South Coast. Each team will take part in 4 workouts with the final 3 on each day winning some big prizes!



Accessible to all abilities, this flagship teams event will feature a mix of fast-paced functional fitness workouts using kit you&rsquo;re familiar with and an outdoor agility event with equipment you&rsquo;re less familiar with! It&rsquo;ll be an all-round fun filled day!



Refreshments including top quality coffee from our in-house coffee shop &lsquo;Coffee Box&rsquo;, energy drinks and snacks will be available on the day too.



Workout demos and movement standards will be announced online in the week leading up to the competition.



Entry is &pound;35 per person and can be purchased using the link below &ndash; places are very limited! No need to give your team names just yet, we&rsquo;ll be in touch nearer the time.



Unsure whether to sign up to RX or Scaled?

RX athleteswould need to be able to perform the following movements and weights (male/female) as a guide. This does not mean these specific movements will be featured, it&rsquo;s just a guide:


	TTB
	Pull Ups
	Thrusters 50kg/35kg
	Deadlift 100kg/70kg
	GTOH &ndash; 70kg/45kg


Scaledentry would be suitable for anyone unable to perform the RX standards as long as they have a basic understanding of the fundamental movements in CrossFit. An example of the types of movements and weights you&rsquo;d need to be able to perform would be:


	Hand Release Press Ups
	Ab Mat Sit Ups
	Single Unders
	Jumping Pull Ups
	Thrusters &ndash; 35kg/20kg
	Deadlift &ndash; 70kg/50kg
	GTOH &ndash; 45kg/30kg


If you have any questions regarding the RX or Scaled standards, get in touch.

Sound good?Book now!","GB","CrossFit Southampton Presents","02","04","2022","03","04","2022","CrossFit Southampton","http://crossfitsouthampton.com","https://throwdownhub.io/calendar/competition/info/885"
"CrossFit Volentia  Same Sex Pairs 2022","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","Join us at ourSame Sex Pairs event here on the 11th of September 2022and get ready for an amazing day of competition!

As a well of a full day of fitnessyou&#39;ll find; food, drink and clothing vendors on the day so you can get some shopping done between workouts. Also, spectators get in free, so bring the family. Happy days!



Ready to sign up? Check out the movement requirements below, choose your category and grab your ticket (ONLY 1 TICKET IS NEEDED PER TEAM).



Scaled categories:

- Full range of motion on bodyweight movements (knees to floor on lunges, hip crease below parallel on squats etc)

- Barbell movements at 40kg (Male) 25kg (female)

- Wallballs 9/6kg

- Kettlebell movements 16/12kg

- Dumbbell movements 15kg/10kg

- Hanging knee raises

- Partner assisted pull ups

- Single skips

NOTE: The workouts are not limited to the above, these are guidelines only to give you an idea of movements that are likely to come up.

RX categories:

- Full range of motion on bodyweight movements (knees to floor on lunges, hip crease below parallel on squats etc)

- Barbell movements at 60kg (Male) 40kg (female)

- Wallballs 9/6kg

- Kettlebell movements 24/16kg

- Dumbbell movements 22.5kg/15kg

- A proficiency inRX movements like: Pistols/ Toes to bar/ Pull ups/ HSPU etc.

- Double unders

- Only one athlete will need to be able to do muscle ups, but there is no guarantee that they will come up. Even if neither athlete has them if you can hit the other standards above then RX is the category for you!

NOTE: The workouts are not limited to the above, these are guidelines only to give you an idea of movements that are likely to come up.



Ready to sign up? Book your ticket today so that you don&#39;t miss out. More information will be sent out to you leading up to the event. See you in September!","GB","CrossFit Volentia Presents","11","09","2022","11","09","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/886"
"CrossFit Volentia  Same Sex 3s 2022","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","The CrossFit Volentia Same sex 3&#39;s Throwdown is back!

Grab 2 buddies of the same sex (FFF or MMM) and get signed up for a packed day of competition here at CrossFit Volentia.

With great prizes on offer, plus various vendors on the day, you&#39;re guaranteed an awesome time here in October! There will be plenty of challenging workouts and you&#39;ll be tested in all aspects of functional fitness including; gymnastics, weightlifting, endurance and strength!

Useful information:

- No qualifiers.

- Open category which is accessible for all abilities. There will be scaling options available for some of the more advanced RX movements. You WILL be able to compete and you WILL be challenged no matter your level of fitness/ experience!

- 3 Vareid, challenging WODS for all teams.

- Prizes for all podium finishers

- Food and drinks available on the day

- Spectators get in for free, so bring the whole family

- Amazing photos from the day from Ded Pixel Photography



Movement standards:

You will need a good understanding of all of the foundational CrossFit movements (KB swing, barbell movements, wallballs, bodyweight movements etc). We will ensure that all WODS are accessible to you and your teammates, scaling options will be available if needed.

Fear not, just because the WODS are accessible to all DOES NOT mean that they will be easy! Our competitions are aimed at being both FUN and CHALLENGING!



More information will be sent to you directly closer to the event. This will include:

- Parking information

- Timings for the day.

- A request for team information

etc.



We hope to see you here at CrossFit Volentia in October!","GB","CrossFit Volentia Presents","16","10","2022","16","10","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/887"
"The Eagle Throwdown Qualifiers 2022","","","THE EAGLE THROWDOWN22&#39;-23&#39;

Powered By CrossFit Volentia

Useful information:


	Improved qualifyingprocess
	Individual event with online qualifiers and live finals to be held at CrossFit Volentia.
	Masters (35+) male and female RX
	Masters (35+) male and female Scaled
	Open (18+) male and female RX
	Open (18+) male and female Scaled
	Registration LIVE!
	3 x Qualifiers released Thursday 20thOctober 2022
	Scores must be submitted by Midnight on Sunday 30th2022
	Qualifier results released by Sunday 13th November 2022
	Scaled finals (masters and open) 22nd January 2023
	RX Finals (masters and open) 29th January 2023
	Athletesmust have turned 35before the 20th of October 2022tocompete in the masters category
	Top 20 athletes in each category will qualify for the Live Finals.
	Prizes for each overall 1st place online qualifier finisherin each category
	Each podium finisherat the live finals to receive a minimum of &pound;100 RRP worth of prizes.
	HUGE PRIZE worth over &pound;800 for the gym with the most athletes signed up to the online qualifiers courtesy of RAZE STRENGTH.


Event cost:


	Online qualifiers &pound;10 per person (+ fees)
	Finals tickets &pound;35 per person (+ fees)


Equipment needed for qualifiers


	Phone or tablet to record workouts OR someone to judge and verify score (minimum CF-L1 or judge cert required)
	Rig with pull up bar and rings
	Barbell, bumper plates and clips
	Kettlebells
	Dumbbells
	Wallballs
	Plyo box
	Skipping rope
	Ergs (rower etc)




Movement standards/ info




	All categories require full range of motion on movements (i.e hip crease below parallel on squats, knees to floor on lunges etc)
	All athletes require agood understanding of all aspects of Crossfit Training (competent with olympic weightlifting, KB movements etc)
	Barbell weights will be accessible or chosen by the athlete for the qualifiers.
	As a general rule, if you normally complete most workouts at your gym RX then choose RX, if you mostly choose Scaled then please choose a scaled category. Same goes for masters RX and Scaled.


Our goal is to unite the community andgive athletes a focus throughout the colder months and a chance to bag a top 20 spot and an invite to the live finals at CrossFit Volentia in January!Don&#39;t miss out, grab your ticket today and we will see you on the leaderboard!


Tickets for this event are non-refundable.","","CrossFit Volentia Presents","20","10","2022","31","10","2022","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/888"
"London Throwdown  Same Sex 3s","Units 2 & 3 Hutchins Close, E15 2JE","Gym 1971 Stratford","The London Throwdown due to poopular demand brings you a same sex 3&#39;s competition aimed at the intermediate / RXd athletes. If you have competed at one of our Mixed sex 4 events then you will know exactlywhat to expect.","GB","Gym 1971 Presents","03","04","2022","03","04","2022","Gym 1971","http://www.gym1971.com","https://throwdownhub.io/calendar/competition/info/889"
