"name","sku","category","image_url","page_url"
"Cup Handle Basic Design Pressed Sheet Antique Iron 96mm / 4″","70.087P.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087P.AI_.96-Cup-Handle-Pressed-Ant-Iron-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-design-pressed-sheet-antique-iron-96mm-4-2/"
"Cup Handle Basic Design Pressed Sheet Antique Silver 96mm","03.087P.MSP.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/03.087P.MSP_.96-Cup-Handle-Pressed-Steel-96mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/cup-handles/cup-handle-basic-design-pressed-sheet-antique-silver-96mm/"
"Cup Handle Basic Design Pressed Sheet Rusty Steel 96mm","03.087P.RU.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/03.087P.RU_.96-Cup-Handle-Pressed-Rust-96mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/cup-handles/cup-handle-basic-design-pressed-sheet-rusty-steel-96mm/"
"Cup Handle Basic Design S/Brass Cast 96mm (1109)","49.087.SB.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.087.SB_.96-Cup-Handle-Basic-Design-SBrass-Cast-96mm-1109.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-design-s-brass-cast-96mm-1109/"
"Cup Handle Basic Design Solid Brass 92mm","49.087.SB.92","Category: Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087.SB_.92-Cup-Handle-Basic-Brass-92mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-design-solid-brass-92mm/"
"Cup Handle Basic Design Solid Brass Polished 92mm","70.087.SB.92","Category: Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087.SB_.92-Cup-Handle-Basic-Design-Solid-Brass-Polished-92mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-design-solid-brass-polished-92mm/"
"Cup Handle Basic M4 Rear Thread Fake Screw Ant Iron 92mm","70.087C.AI.92","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087C.AI_.92-Cup-Handle-Basic-Fake-Screw-M4-Thread-92mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-m4-rear-thread-fake-screw-ant-iron-92mm/"
"Cup Handle Basic Shallow Design Chrome on Brass Cast 96mm","49.087S.CPB.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087S.CPB_.96-Cup-Handle-Shallow-Chrome-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-shallow-design-chrome-on-brass-cast-96mm/"
"Cup Handle Basic Smooth Chrome on Brass 100mm Rear Thread","70.087A.CPB.92","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087A.CPB_.92-Chrome-Cup-Handle-Rear-Fix.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-basic-smooth-chrome-on-brass-92mm-4mm-rear-thread/"
"Cup Handle BUREAU Ornate Antique Iron 80mm 49.087B.AI.80","49.087O.AI.80","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087O.AI_.80-Cup-Handle-BUREAU-Ornate-Cast-Ant-Iron-80mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-bureau-ornate-antique-iron-80mm-49-087b-ai-80/"
"Cup Handle Cast Ant Iron Plain Smooth 102mm Rear Thread","70.087A.AI.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087A.AI_.102-Cup-Handle-Cast-Ant-Iron-Plain-102mm-Rear-Thread.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-cast-ant-iron-plain-smooth-102mm-rear-thread/"
"Cup Handle Cast Ant Iron Plain Smooth 92mm Rear Thread","70.087.AI.92","Cup Handles, Cup Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-cast-ant-iron-plain-smooth-92mm-rear-thread/"
"Cup Handle Chrome on Brass 88mm – TBD","09.087A.CPB.88","Cup Handles, Cup Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-chrome-on-brass-88mm/"
"Cup Handle CORINTHIA Ant Iron 120mm – TBD","01.087C.AI.120","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087C.AI_.120-Cup-Handle-CORINTHIA-Ant-Iron-120mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-corinthia-ant-iron-120mm/"
"Cup Handle COVENT GARDEN Cast Ant Iron 4″ / 98mm","70.088C.AI.098","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.088C.AI_.098-Cup-Handle-COVENT-GARDEN-Ant-Iron-98mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-covent-garden-cast-ant-iron-4-98mm/"
"Cup Handle DAINTY Design Ant Iron 82mm x 30mm 6g Screws TBD","70.087H.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087H.AI_.96-Cup-Handle-Dainty-Ant-Iron-1-1.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-dainty-design-cast-ant-iron-96mm-6g-screws/"
"Cup Handle Fancy Slim Antique Brass 4.25″ / 108mm","01.087F.AB.108","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087F.AB_.108-Cup-Handle-Fancy-Slim-Antique-Brass-4.25-108mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-fancy-slim-antique-brass-4-25-108mm/"
"Cup Handle Fancy Slim Antique Copper 4.25″ / 108mm","01.087F.AC.108","Category: Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087F.AC_.108-Cup-Handle-Fancy-Slim-Antique-Copper-4.25-108mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-fancy-slim-antique-copper-4-25-108mm/"
"Cup Handle Fancy Slim Cast Ant Iron 4.25″ / 108mm","70.087F.AI.108","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087F.AI_.108-Cup-Handle-Slim-Fancy-108mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-fancy-slim-cast-waxed-ant-iron-4-25-108mm/"
"Cup Handle GREEN MAN FACE  Ant Iron 110mm","01.087G.AI.110","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087G.AI_.110-Cup-Handle-Green-Man-Face-Ant-Iron-110mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-green-man-face-ant-iron-110mm/"
"Cup Handle KENRICK Fancy Design Ant Brass 6g Screw","01.087K.AB.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087K.AB_.96-Cup-Handle-KENRICK-Fancy-Design-Ant-Brass-6g-Screw.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-kenrick-fancy-design-ant-brass-6g-screw/"
"Cup Handle KENRICK Fancy Design Ant Copper 6g Screw","01.087K.AC.96","Cup Handles, Cup Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-kenrick-fancy-design-ant-copper-6g-screw/"
"Cup Handle KENRICK Fancy Design Cast Ant Iron 6g Screw","01.087K.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087K.AI_.96-Cup-Handle-Kenrick-Ant-Iron-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-kenrick-fancy-design-cast-ant-iron-6g-screw/"
"Cup Handle Label Frame Cast Antique Iron 44 x 80mm","70.088.AI.75","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.088.AI_.75-Label-Frame-Cup-Handle-75mm-1.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-label-frame-cast-antique-iron-44-x-75mm/"
"Cup Handle Label Frame Cast Antique Iron 55 x 105mm","70.088.AI.105","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.088.AI_.105-Cup-Handle-Label-Frame-Large.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-label-frame-cast-antique-iron-55-x-105mm/"
"Cup Handle Label Frame Chrome on Iron 55 x 105mm","70.088.CHC.105","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.088.CHC_.105-Cup-Handle-Chrome-on-Iron-105mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-label-frame-chrome-on-iron-55-x-105mm/"
"Cup Handle Label Frame Dimple Lipped Solid Brass 100mm TBD","01.088A.SB.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.088A.SB_.100-Cup-Handle-Label-Frame-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-label-frame-dimple-lipped-solid-brass-100mm-tbd/"
"Cup Handle LION MANE Antique Iron 4″ / 103mm","70.087L.AI.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087L.AI_.100-Cup-Handle-Lion-Mane-Ant-Iron-103mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-lion-mane-antique-iron-4-103mm/"
"Cup Handle Lipped EASTBURN Rear M4 Thread Ant Iron 105mm","49.087J.AI.105","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.087J.AI_.105-Cup-Handle-Lipped-EASTBURN-M4-Rear-Thread-105mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-lipped-eastburn-rear-m4-thread-ant-iron-105mm/"
"Cup Handle ORNATE Design Cast Ant Iron 106mm (4413AI)","30.087B.AI.106","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.087B.AI_.106-Cup-Handle-Ornate-106mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ornate-design-cast-ant-iron-106mm-4413ai/"
"Cup Handle ORNATE Design Cast Ant Iron 116mm  O/All","49.087B.AI.106","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087B.AI_.106-Cup-Handle-106mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ornate-design-cast-ant-iron-116mm-o-all/"
"Cup Handle ORNATE Design Cast Ant Iron 90 x 35mm (5171)","30.087B.AI.90","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.087B.AI_.90-Cup-Handle-Ornate-90mm-1.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ornate-design-cast-ant-iron-90-x-35mm-5171/"
"Cup Handle ORNATE Design Cast Iron Rust 4.25″ / 106mmTBD","49.087B.RU.106","Category: Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087B.RU_.106-Cup-Handle-Ornate-Rust-106mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ornate-design-cast-iron-rust-4-25-106mmtbd/"
"Cup Handle PARAGON Chrome on Brass 215mm x 35mm","A122.AL","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/A122.AL-Cup-Handle-PARAGON-Chrome-on-Brass-215mm-x-35mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-paragon-chrome-on-brass-213mm-x-40mm/"
"Cup Handle Plain Shallow Type Ant Iron Front Fix 4″ / 96mm","49.087S.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087S.AI_.96-Cup-Handle-Plain-Shallow-Ant-Iron-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-plain-shallow-type-ant-iron-front-fix-4-96mm/"
"Cup Handle Ridged Design Cast Ant Iron 3.75″ / 95mm (IMDRP1)","49.087D.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087D.AI_.96-Cup-Handle-Ridged-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-design-cast-ant-iron-4-imdrp1/"
"Cup Handle Ridged Design Cast Antique Iron 4″ (IMDRP1)TBD","70.087D.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087D.AI_.96-Cup-Handle-Ridged-Ant-Iron-96mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-design-cast-antique-iron-4-imdrp1tbd/"
"Cup Handle Ridged Sunrise Design Ant Brass 2 hole 100mm","01.087D.AB.106","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087D.AB_.106-Cup-Handle-Ridged-Sunrise-Design-Ant-Brass-2-hole-106mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-sunrise-design-ant-brass-2-hole-106mm/"
"Cup Handle Ridged Sunrise Design Ant Copper 2 hole 106mm","01.087D.AC.106","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.087D.AC_.106-Cup-Handle-Ridged-Sunrise-Design-Ant-Copper-2-hole-106mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-sunrise-design-ant-copper-2-hole-106mm/"
"Cup Handle Ridged SUNRISE Design Cast Ant Iron 2 hole 106mm","30.087D.AI.106","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.087D.AI_.106-Cup-Handle-Ridged-Design-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-sunrise-design-cast-ant-iron-2-hole-106mm/"
"Cup Handle Ridged Sunrise Design Cast Ant Iron 2 hole 106mm","70.087D.AI.106","Cup Handles, Cup Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-sunrise-design-cast-ant-iron-2-hole-106mm-2/"
"Cup Handle Ridged Sunrise Design Cast Ant Iron Large 115mm","49.087D.AI.115","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087D.AI_.115-Cup-Handle-Ridged-Sunrise-Design-Cast-Ant-Iron-Large.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-ridged-sunrise-design-cast-ant-iron-large-115mm/"
"Cup Handle Round INCA Design Antique Iron 100mm","01.087A.AI.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/05.087A.AI_.100-Cup-Handle-Round-Inca-Ant-Iron-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-inca-design-antique-iron-100mm/"
"Cup Handle Round Inca Design Antique Iron 100mm / 4″","05.087A.AI.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/05.087A.AI_.100-Cup-Handle-Round-Inca-Ant-Iron-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-inca-design-antique-iron-100mm-4/"
"Cup Handle Round Lipped Chrome on Brass 6g Screw 102mm","49.087C.CPB.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087C.CPB_.102-Cup-Handle-Lipped-Chrome-102mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-lipped-chrome-on-brass-6g-screw-102mm/"
"Cup Handle Round Lipped Chrome on Brass M4 Rear Fix 102mm","49.087H.CPB.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087H.CPB_.102-Cup-Handle-Lipped-Rear-Thread-Chrome-102mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-lipped-chrome-on-brass-m4-rear-fix-102mm/"
"Cup Handle Round LIPPED Lugs Cast Ant Iron 40 x 100mm","49.087C.AI.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087C.AI_.102-Cup-handle-Lipped-Ant-Iron-102mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-lipped-lugs-cast-ant-iron-40-x-100mm/"
"Cup Handle Round Lipped Polished Brass M4 Rear Fix 102mm","49.087H.SB.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087H.PB_.102-Cup-Handle-Lipped-Rear-Thread-Brass-102mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-lipped-polished-brass-m4-rear-fix-102mm/"
"Cup Handle Round Lipped Solid Brass 102mm","49.087C.SB.102","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087C.SB_.102-Cup-Handle-Lipped-Brass-102mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-round-lipped-solid-brass-102mm/"
"Cup Handle ROYAL with lugs Antique iron 95mm / 3.75″","70.087R.AI.95","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087R.AI_.95-Cup-Handle-ROYAL-with-Lugs-Ant-Iron-95mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-royal-with-lugs-antique-iron-95mm-3-75/"
"Cup Handle Shell Design Lugs Cast Ant Iron 4″ (GE4407)","70.087.AI.96","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087.AI_.96-Cup-Handle-Shell-Design-Cast-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-shell-design-lugs-cast-ant-iron-4-ge4407/"
"Cup Handle Square Design Cast Ant Iron 100 x 45mm","70.087E.AI.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.087E.AI_.100-Cup-Handle-Square-Design-Cast-Ant-Iron-100-x-45mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-cast-ant-iron-100-x-45mm/"
"Cup Handle Square Design Cast Iron Rust 100 x 40mm","70.087E.RU.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087E.RU_.100-Cup-Handle-Square-Design-Rust-100mm-.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-cast-iron-rust-100-x-40mm/"
"Cup Handle Square Design Cast Matt Black 45 x 100mm","70.087E.SEB.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087E.SEB_.100-Cup-Handle-Square-100-x-45mm-Matt-Black.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-cast-matt-black-45-x-100mm/"
"Cup Handle Square Design Cast Rustic 105mm Lipped (GE4417)","30.087C.RU.105","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.087C.RU_.105-Cup-Handle-with-Lip-Rust-105mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-cast-rustic-105mm-lipped-ge4417/"
"Cup Handle Square Design Chrome On Brass 100 x 40mm","70.087E.CPB.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087E.CPB_.100-Cup-Handle-Square-design-Chrome-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-chrome-on-brass-100-x-40mm/"
"Cup Handle Square Design Chrome On Brass 40 x 100mm","49.087E.CPB.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.087E.CPB_.100-Cup-Handle-Chrome-on-Brass-40-x-100.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-chrome-on-brass-40-x-100mm/"
"Cup Handle Square Design Chrome on Cast Iron 100 x 40mm","70.087E.CHC.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087E.CHC_.100-Cup-Handle-Square-Chrome-40-x-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-chrome-on-cast-iron-100-x-40mm/"
"Cup Handle Square Design Heavy Cast Ant Iron 50 x 120mm","30.087E.AI.120","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.087E.AI_.120-Cup-Handle-Square-Design-Large-Ant-Iron-120mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-heavy-cast-ant-iron-50-x-120mm/"
"Cup Handle Square Design Lipped Cast Ant Iron 105mm (GE4417)","30.087C.AI.105","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.087C.AI_.105-Cup-Pull-Square-Lipped.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-lipped-cast-ant-iron-105mm-ge4417/"
"Cup Handle Square Design Rear Fix BRAMLEY Chrome 40 x 103mm","A102.AL","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/A102.AL-Cup-Handle-Square-Design-BRAMLEY-Rear-Fix-Chrome-40-x-108mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-rear-fix-bramley-chrome-40-x-108mm/"
"Cup Handle Square Design Solid Brass 40 x 100mm","49.087E.SB.100","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.087E.SB_.100-Square-Cup-Handle-Brass.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cup-handle-square-design-solid-brass-40-x-100mm/"
