"name","company","type","image_url","category","detail","finish","pack"
"Cylinder Pattern Door Stop on Rose","Carlisle Brass","HANDLE","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa21range.webp","Home, All product, Accessories, door stops, Cylinder Pattern Door Stop on Rose","A slimline and elegant rubber buffer tipped door stop on rose. The base rose unscrews allowing it to be mounted to the wall or skirting board. The main body is then screwed back on for a neat concealed fit. Available in 2 sizes. Fixing screw supplied.","Polished Brass","71mm x 16mm Dia."
"Floor Mounted Door Stop - Shielded (Large)","Eurospec","HANDLE","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsf1031bss_1.webp","Home, All product, Accessories, door stops, Floor Mounted Door Stop - Shielded (Large)","Large shielded half moon shaped door stop with a substantial rubber buffer to protect doors. Small version available. Part of the Steelworx Stainless Steel range. Comes with a 10 year mechanical guarantee. Suitable for domestic and commercial use.","Polished Brass","71mm x 16mm Dia."
"Floor Mounted Door Stop - Shielded (Small)","Eurospec","HANDLE","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsf1032bss_3.webp","Home, All product, Accessories, door stops, Floor Mounted Door Stop - Shielded (Small)","Small shielded half moon shaped door stop with a substantial rubber buffer to protect doors. Large version available. Part of the Steelworx Stainless Steel range. Comes with a 10 year mechanical guarantee. Suitable for domestic and commercial use.","Polished Brass","71mm x 16mm Dia."
"Letter Plate Grade 316","Eurospec","SWE1036S-BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/w/swe1036d-bss_3.webp","Home, All product, Accessories, letter plates, Letter Plate Grade 316","The UK's most popular style of letter plate. Now available in Grade 316 Stainless Steel which offers exceptional anti corrosion value and provides excellent protection against the elements. Suitable for external coastal environment and comes with an additional gasket to prevent water ingress. Plated stainless steel spring, concealed cap and inner bolts. Works with our existing letter tidy range AA52 and AA56 . The sprung inward opening flap automatically closes once the package has passed through the aperture. The well defined edges and plain design makes for easy cleaning. Comes with a 10 year mechanical guarantee. Suitable for residential and commercial use.
Cutting guide can be found below:
SWE1036S
SWE1036D","Bright Stainless Steel","257mm x 80mm, 220mm Fixing Centres"
"Letter Tidy","Carlisle Brass","AA52","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle01_50.webp","Home, All product, Accessories, letter plates, Letter Tidy","An Interior tidy flap to cover the letter plate securing bolts and the interior cavity in the door thus providing a neat appearance and assist in cutting down on draughts. Comes with a 10 year mechanical guarantee. Available in an extensive range of different sizes.","Polished Brass","Internal Letter Flap"
"Plain Letter Plate","Carlisle Brass","M36SCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_80.webp","Home, All product, Accessories, letter plates, Plain Letter Plate","The UK s most popular style of letter plate - an industry standard. The sprung inward opening flap automatically closes once the package has passed through the aperture. The well defined edges and plain design makes for easy cleaning. Comes with a 10 year mechanical guarantee. Available in vast array of sizes and finishes. The wide range of options offers an extensive and unparalleled degree of choice..","Polished Chrome","257mm x 81mm Outer Frame, 185mm x 41mm Aperture, 220mm Fixing Centres"
"Postal Knocker","Carlisle Brass","M78","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/7/m78pb.webp","Home, All product, Accessories, letter plates, Postal Knocker","Traditional design letter plate with a postal knocker. The sprung inward opening flap automatically closes once the package has passed through the aperture. The well defined edges and plain design makes for easy cleaning. Comes with a 10 year mechanical guarantee.","Polished Brass","254mm x 76mm Outer Frame, 194mm x 46mm Aperture, 224mm Fixing Centres"
"Sleeve Letter Plate","Carlisle Brass","SL1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_277.webp","Home, All product, Accessories, letter plates, Sleeve Letter Plate","An all-in-one letter plate solution for your front door. This letterbox assembly has an identical appearance from inside or outside the door. Supplied in two parts, an aperture is created in the door and the two parts locate together forming a tunnel effect. These types of letterboxes are very popular on upvc front doors, as well as timber. Extending inner sleeves allows fitment to a variety of door thickness. To suit doors 35mm - 65mm thick. This has a matching flap on the inside hence no need for an additional letter tidy. Comes with a 10 year mechanical guarantee. Available in different finishes.","Satin Anodised Aluminium","300mm x 69mm"
"Sleeved Letter Plate","Eurospec","SL1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/w/swe1050_1.webp","Home, All product, Accessories, letter plates, Sleeved Letter Plate","Sleeved Letter Plate A stylish, adjustable telescopic sleeved letterbox. An all-in-one letter plate solution for your front door. This letterbox assembly has an identical appearance from inside or outside the door hence no need for an additional internal letter tidy. Supplied in two parts, an aperture is created in the door and the two parts locate together forming a tunnel effect. Extending inner sleeves allows fitment to a variety of door thickness. To suit doors up to 70mm thick. Please note to make this a fire rated FD30 product you need to order INT1050 Intumescent Pack with a lead time of 5-10 working days. If more information is needed please contact our sales team on 01228 511030. Comes with a 10-year mechanical guarantee. Suitable for domestic and commercial use.","Satin Anodised Aluminium","300mm x 69mm"
"Black Antique Thumb Latch Set","Carlisle Brass","SL1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/f/lf5535_1.webp","Home, All product, Accessories, thumb latch, Black Antique Thumb Latch Set","Black Antique traditional basic operation gate latch. When the thumb latch is depressed this raises the latch bar on the other side of the gate from its keep allowing the gate to open. Comes with a 10 year mechanical guarantee. Ludlow Black Antique is a traditional range of furniture with a powder coated Black finish.Download Product / Finish Care Instructions","Satin Anodised Aluminium","300mm x 69mm"
"Black Antique Thumb Latch Set","Carlisle Brass","SL1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/f/lf5535_1.webp","Home, All product, Accessories, thumb latch, Black Antique Thumb Latch Set","Black Antique traditional basic operation gate latch. When the thumb latch is depressed this raises the latch bar on the other side of the gate from its keep allowing the gate to open. Comes with a 10 year mechanical guarantee. Ludlow Black Antique is a traditional range of furniture with a powder coated Black finish.Download Product / Finish Care Instructions","Satin Anodised Aluminium","300mm x 69mm"
"Bell Push","Carlisle Brass","AA31CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa31range.webp","Home, All product, Accessories, bell pushes, Bell Push","The classical door bell push will compliment most front doors. Its unobtrusive low profile button push sits on a rectangular plate which has four fixing points providing a secure and solid fitting. Comes with a 10 year mechanical guarantee.","Polished Chrome","79mm x 30mm"
"Oval Bell Push","Eurospec","SWE1030BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/w/swe1030bss.webp","Home, All product, Accessories, bell pushes, Oval Bell Push","Oval Bell Push. A contemporary door bell push on a deep oval plinth, for the ultimate in modern appeal. Certified to BS EN 1670. Comes with a 10 year mechanical guarantee and is Fire door rated. Part of the Steelworx range in Grade 316 Stainless Steel. Suitable for domestic and commercial use. Available in different finishes.","Bright Stainless Steel","64mm x 30mm x 8mm"
"Round Bell Push","Carlisle Brass","SWE1030BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/q/aq30_4.webp","Home, All product, Accessories, bell pushes, Round Bell Push","A classical and sophisticated bell push.The undulating curves on the plate make this stand out from the ordinary. Comes with a 10 year mechanical guarantee.","Bright Stainless Steel","64mm x 30mm x 8mm"
"Shaped Bell Push","Carlisle Brass","AQ31CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/q/aq31pb.webp","Home, All product, Accessories, bell pushes, Shaped Bell Push","A classical door bell push with its elegant curved shape and with its unobtrusive low profile button push it will compliment most front doors. Comes with a 10 year mechanical guarantee. Available in different finishes.","Polished Chrome","Boxed"
"Heavyweight Handrail Bracket","Carlisle Brass","AA84SC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle01_47.webp","Home, All product, Accessories, handrail brackets, Heavyweight Handrail Bracket","A sturdy bannister bracket which will hold all types of timber handrails.","Satin Chrome","Blister Pack"
"Lightweight Handrail Bracket","Carlisle Brass","AA85CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_245.webp","Home, All product, Accessories, handrail brackets, Lightweight Handrail Bracket","These sturdy bannister brackets will hold all types of lightweight timber handrail.","Polished Chrome","Boxed"
"Steelworx Handrail Bracket Saddle","Eurospec","HBS1038SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/b/hbs1038sss.webp","Home, All product, Accessories, handrail brackets, Steelworx Handrail Bracket Saddle","Saddle to Suit Handrail Brackets 38mm and 50mm options.","Satin Stainless Steel","Saddle to Suit 38mm Dia. Handrail"
"Air Transfer Vent Grille","Eurospec","HRB1000SSS-P62","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/es400.webp","Home, All product, Accessories, vents, Air Transfer Vent Grille","Air transfer vent grille designed for use in fire resisting doorsets. When dormant, the grilles allow air to circulate throughout the building. In the event of a fire they are designed to close and restrict the flow of hot gasses and fire. Matching face plate cover available, sold separately. All air transfer grille systems are tested to BS476 part 20/part22:1987 - 30 and 60 minute fire rated. Comes with a 10 year mechanical guarantee. Suitable for all domestic, commercial and industrial use. Available in different sizes","Satin Stainless Steel","Saddle to Suit 38mm Dia. Handrail"
"Hit and Miss Vent","Carlisle Brass","HM4","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/m/hm4.webp","Home, All product, Accessories, vents, Hit and Miss Vent","Robust hit and miss ventilator panels which are ideal for use around the home and office. Softened radiused corners for safety. Switchable from open to closed for adjustable ventilation. Ideal for airing cupboard, boiler room doors etc. Available in different sizes and finishes.","Polished Brass","242mm x 89mm"
"Hooded Louvre Vent","Carlisle Brass","HL4","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_279.webp","Home, All product, Accessories, vents, Hooded Louvre Vent","Robust louvre ventilator panels which are ideal for use around the home and office. Softened radiused corners for safety. Fixed gap louvre design for permanent ventilation. Ideal for airing cupboard, boiler room doors etc. Available in different sizes and finishes.","Polished Brass","242mm x 89mm"
"Architectural Quality Cylinder Latch Pull","Carlisle Brass","AQ40SC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_71.webp","Home, All product, Accessories, cylinder pulls, Architectural Quality Cylinder Latch Pull","A highly popular latch pull. Fitting around a Yale type cylinder used on a night latch, It is used to pull the door closed from the outside. The lower part of the pull projects further forward than standard pulls thus providing ample finger purchase.","Satin Chrome","Blister Pack"
"Cylinder Latch Pull","Carlisle Brass","M40CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/4/m40cp.webp","Home, All product, Accessories, cylinder pulls, Cylinder Latch Pull","The UK's most popular latch pull. Fitting around a Yale type cylinder used on a nightlatch, It is used to pull the door closed from the outside. The lower part of the pull projects forward providing ample finger purchase. Available in different finishes.","Polished Chrome","72mm x 48mm"
"Cylinder Pull","Eurospec","ECP9000SAA","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/c/ecp9000saa.webp","Home, All product, Accessories, cylinder pulls, Cylinder Pull","Euro Profile Cylinder Pull, part of the Aluminium range. Comes with a 10 year mechanical guarantee and is Fire door rated. Suitable for domestic and commercial use.","Satin Anodised Aluminium","Euro Profile"
"Fleur De Lys Rim Cylinder Pull","Carlisle Brass","ECP9000SAA","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/f/lf5543ba_2.webp","Home, All product, Accessories, cylinder pulls, Fleur De Lys Rim Cylinder Pull","Black Antique rim cylinder latch pull with a fleur-de-lys pattern at the top and on the key access cover shield. Fitting around a Yale type cylinder used on a nightlatch, it is used to pull the door closed from the outside. The lower part of the pull projects forward providing ample finger purchase. The cover shield is hinged at the top and when lifted reveals the lock (supplied separately). Comes with a 10 year mechanical guarantee. Suitable for domestic use. Ludlow Black Antique is a traditional range of furniture with a powder coated Black finish.Download Product / Finish Care Instructions","Satin Anodised Aluminium","Euro Profile"
"Security Cylinder Pull with Mini Lever","Eurospec","ECP9000SAA","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/c/lcp1000.webp","Home, All product, Accessories, cylinder pulls, Security Cylinder Pull with Mini Lever","Euro Security Cylinder Pull with Mini Lever is designed specifically to work with the Eurospec Euro Profile Nightlatch. Carries a 10 year mechanical guarantee and is fire door rated. Suitable for use in all domestic, industrial and commercial environments.","Satin Anodised Aluminium","Euro Profile"
"Steelworx Cylinder Pulls","Eurospec","ECP1000SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/o/c/ocp_1000_sss_001.webp","Home, All product, Accessories, cylinder pulls, Steelworx Cylinder Pulls","The Steelworx range of stainless steel cylinder pulls offers a wide selection of different profiles to choose from. Available in, Euro, Oval, Lock and Rim version and a Blank option. Fire door rated.","Satin Stainless Steel","Euro Profile"
"Door Guard","Carlisle Brass","ECP1000SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/d/sdg4001.webp","Home, All product, Accessories, door viewers and chains, Door Guard","This door guard is a stronger alternative to the standard door chain and prevents a door from opening fully for added security. This easy to install guard allows the door to open to approximately 30-50mm for viewing (depending on fixing position) if without a door viewer. Supplied with fixings in matching finish.","Satin Stainless Steel","Euro Profile"
"Door Viewer 200 degree with Crystal lens","Eurospec","SWE1010BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/w/swe1010pvd.webp","Home, All product, Accessories, door viewers and chains, Door Viewer 200 degree with Crystal lens","Door Viewer 200 degree with Crystal lens. Standard style door viewer adds a useful security aspect to any door by enabling the user to see who is on the other side of the door before opening it. Extends to suit doors 35 - 55mm deep. For wider doors up to 100mm an extension sleeve (SWE1011) is available. The viewer gives a wider than average 200 angle of vision through a crystal lens. Certified to BS EN 1670. Comes with a 10 year mechanical guarantee and is Fire door rated. Part of the Steelworx range in Grade 316 Stainless Steel. Suitable for domestic and commercial use. Available in different finishes","Bright Stainless Steel","22mm Dia. Lens,"
"Door Viewer Glass Lens","Carlisle Brass","AA77SC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa77_1.webp","Home, All product, Accessories, door viewers and chains, Door Viewer Glass Lens","Standard style door viewer adds a useful security aspect to any door by enabling the user to see who is on the other side of the door before opening it. The viewer gives a 180 angle of vision.
For FD30/60must be fitted with INTAA77 intumescent kit","Satin Chrome","Glass Lens"
"Door Viewer Plastic Lens","Carlisle Brass","AA76CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa76.webp","Home, All product, Accessories, door viewers and chains, Door Viewer Plastic Lens","Standard style door viewer adds a useful security aspect to any door by enabling the user to see who is on the other side of the door before opening it. The viewer gives a 180 angle of vision.","Polished Chrome","Plastic Lens"
"Heavy Door Chain","Carlisle Brass","AA75CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa75cp.webp","Home, All product, Accessories, door viewers and chains, Heavy Door Chain","The conventional first step for retro additional door security is either a door chain or door bolt. This sturdy chain is the perfect solution giving reassurance and peace of mind. (Breaking strain 180 newton's). Comes with a 10 year mechanical guarantee.","Polished Chrome","Boxed"
"Flush Pull","Carlisle Brass","AQ90","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/q/aq90range.webp","Home, All product, Accessories, flushpulls, Flush Pull","A standard conventional flush pull for sliding doors. The flush pull is recessed into the doors enabling them to slide past each other without any obstruction. The concave recesses inside the handle allow ample room for a comfortable and firm grip. An ideal low profile flush pull. Available in 3 finishes. Part of the Fingertip Cup Pull Range.","Polished Brass","Boxed"
"Flush Ring Pull","Carlisle Brass","FRP50CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/r/frp50.webp","Home, All product, Accessories, flushpulls, Flush Ring Pull","Flush ring pull handle is used for pulling flush panels, sliding doors, trap doors, cabinet doors, traditional kitchen drawers and any situation where a handle with a projection would not be suitable. Basic and easy to operate, simply pull on the ring which will elevate and in turn pull the item to which the mounting plate is affixed. Larger version available for heavier applications. Comes with a 10 year mechanical guarantee. Available in different sizes and finishes.","Polished Chrome","50mm x 38mm"
"Steelworx Circular Flush Pull","Eurospec","FRP50CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fph1004range.webp","Home, All product, Accessories, flushpulls, Steelworx Circular Flush Pull","89mm Dia. circular shaped low profile flush pull which is used mainly on sliding doors. The main cup is recessed back into the door to leave a flush appearance. For use on doors, wardrobes or cupboards. Part of the Steelworx Stainless Steel range. Fire door rated. Suitable for domestic and commercial use.","Polished Chrome","50mm x 38mm"
"Steelworx Large Circular Flush Pull","Eurospec","FRP50CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fph1003range.webp","Home, All product, Accessories, flushpulls, Steelworx Large Circular Flush Pull","78mm Dia. circular shaped low profile flush pull which is used mainly on sliding doors. The main cup is recessed back into the door to leave a flush appearance. For use on doors, wardrobes or cupboards. Part of the Steelworx Stainless Steel range. Fire door rated. Suitable for domestic and commercial use.","Polished Chrome","50mm x 38mm"
"Steelworx Radius Flush Pulls","Eurospec","FRP50CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fph1001range.webp","Home, All product, Accessories, flushpulls, Steelworx Radius Flush Pulls","120mm x 40mm A radius shaped low profile flush pull which is used mainly on sliding doors. The main cup is recessed back into the door to leave a flush appearance. For use on doors, wardrobes or cupboards. Part of the Steelworx Stainless Steel range. Fire door rated. Suitable for domestic and commercial use.","Polished Chrome","50mm x 38mm"
"Steelworx Rectangular Flush Pull","Eurospec","FPH1000BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fph10range.webp","Home, All product, Accessories, flushpulls, Steelworx Rectangular Flush Pull","A rectangular low profile flush pull which is used mainly on sliding doors. The main cup is recessed back into the door to leave a flush appearance. For use on doors, wardrobes or cupboards. Part of the Steelworx Stainless Steel range. Comes with a 10 year mechanical guarantee and is Fire door rated. Suitable for domestic and commercial use.","Bright Stainless Steel","100mm x 50mm"
"Steelworx Small Circular Flush Pull","Eurospec","FPH1000BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fph1002range.webp","Home, All product, Accessories, flushpulls, Steelworx Small Circular Flush Pull","48mm Dia. A circular shaped low profile flush pull which is used mainly on sliding doors. The main cup is recessed back into the door to leave a flush appearance. For use on doors, wardrobes or cupboards. Part of the Steelworx Stainless Steel range.Fire door rated. Suitable for domestic and commercial use.","Bright Stainless Steel","100mm x 50mm"
"Aluminium Symbols","Eurospec","SEX1011BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/e/sex1011bss.webp","Home, All product, Accessories, signs, Aluminium Symbols","A range of various standard door signage with the denoted character logo displayed on an aluminium plate with two fixing holes.","Male Symbol","76mm Dia."
"Push/Pull Symbols","Eurospec","FPA1302SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fpa1302sss.webp","Home, All product, Accessories, signs, Push/Pull Symbols","A standard door sign with the denoted text displayed on a rectangular stainless steel plate with two fixing holes. Fire door rated. Suitable for domestic and commercial use.
FPA1302BSS - Discontinued once stocks have gone","Satin Stainless Steel","Push Symbol"
"Steelworx Signage Symbols","Eurospec","SEX1011BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/e/sex1011.webp","Home, All product, Accessories, signs, Steelworx Signage Symbols","A comprehensive and extensive range of door signage symbols, part of the Steelworx signage range in stainless steel. Standard size, 76mm Dia. Two drilled countersunk holes on each side of the sign allow for quick and easy face fix installation. Ideal for use in commercial properties.","Bright Stainless Steel","Male Symbol"
"Ornate Finger Plate","Carlisle Brass","PF107CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/f/pf107.webp","Home, All product, Accessories, finger plates, Ornate Finger Plate","A large push plate with stepped edging. Ideal for heavy rigorous use in public buildings, pubs, restaurants or similar. Suitable for domestic and commercial use.","Polished Chrome","380mm x 64mm Backplate"
"Plain Finger Plate","Carlisle Brass","M39CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/a/handle_240.webp","Home, All product, Accessories, finger plates, Plain Finger Plate","A plain style fingerplate, raised from the door by 6mm. Easy maintenance. Fire door rated. Suitable for domestic and commercial use. available in 3 finishes.","Polished Chrome","295mm x 70mm x 6mm"
"Plain Finger Plate","Eurospec","FPP43000SAA","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/p/fpp1300bss_a.webp","Home, All product, Accessories, finger plates, Plain Finger Plate","Plain Finger Plate. Available in various lengths. Fire door rated. Part of the Aluminium range. Suitable for Domestic and commercial use.","Satin Anodised Aluminium","300mm x 75mm"
"Steelworx Kickplate","Eurospec","KPP1750SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/k/p/kpp1590.webp","Home, All product, Accessories, kick plates, Steelworx Kickplate","Kickplate part of the Steelworx Stainless Steel collection. Available in various sizes to suit a range of applications.","Satin Stainless Steel","750mm x150mm"
"Hinge Guards (Finger Protectors)","Eurospec","ES801","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/es800_to_es803_brown_open.webp","Home, All product, Accessories, hinge guards, Hinge Guards (Finger Protectors)","A flexible safety strip which prevents fingers being trapped on the hinge side of a door. One for the front of the door and one for the rear (sold separately). Of the 30,000 finger-trapping accidents every year in the UK the vast majority occur in the large gap in front of the hinge as the door closes, but the rear of the hinge also presents a potential hazard to careless small hands. These devices fit most doors and are simplicity itself to install. They are designed and tested to be durable and eliminate the possibility of finger trapping accidents. Improves acoustic and draught proofing performance. Finger protection systems are now installed in many public and private establishments and are rapidly becoming an essential fixture in schools and healthcare centres nationwide. They are now considered a necessity by Health & Safety officers nationwide and worldwide. Available in Brown or White finishes","White","White Rear"
"2 Star Security Escutcheon","Eurospec","ES801","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/e/aeb1750bss_1.webp","Home, All product, Accessories, all accessories, 2 Star Security Escutcheon","BSI Kitemark licence KM 585549 to TS007:2014 + A2:2018, the AEB1750 security escutcheon achieves 2 star security, and corrosion resistance in excess of grade 4 (240 hours). Approved by Secured by Design, it meets the security requirements of the UK police flagship initiative supporting the principles of designing out crime. The external section is constructed from grade 316 stainless steel, and includes hardened steel keyway protection disc providing enhanced cylinder protection. Supplied complete with two sets of stainless steel fixing bolts to suit 44mm and 55mm doors. We highly recommend teaming this with our 1 star cylinders to create 3* maximum security.
Download product Fitting Instructions","White","White Rear"
"Air Transfer Vent Grille","Eurospec","ES801","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/es400.webp","Home, All product, Accessories, all accessories, Air Transfer Vent Grille","Air transfer vent grille designed for use in fire resisting doorsets. When dormant, the grilles allow air to circulate throughout the building. In the event of a fire they are designed to close and restrict the flow of hot gasses and fire. Matching face plate cover available, sold separately. All air transfer grille systems are tested to BS476 part 20/part22:1987 - 30 and 60 minute fire rated. Comes with a 10 year mechanical guarantee. Suitable for all domestic, commercial and industrial use. Available in different sizes","White","White Rear"
"Aluminium Symbols","Eurospec","SEX1011BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/e/sex1011bss.webp","Home, All product, Accessories, all accessories, Aluminium Symbols","A range of various standard door signage with the denoted character logo displayed on an aluminium plate with two fixing holes.","Male Symbol","76mm Dia."
"Channel Forend for DCC Closer","Eurospec","SEX1011BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/c/dcc2024_forend.webp","Home, All product, Door controls, closers accessories, Channel Forend for DCC Closer","Channel Forend to match DCC2024SM, DCC2024SM/36, DCC2003SM, DCC2024CF, DCC2024/CF/36","Male Symbol","76mm Dia."
"Plated Arm for DCC Closer","Eurospec","SEX1011BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/l/plated_arm_for_dcc_closer.webp","Home, All product, Door controls, closers accessories, Plated Arm for DCC Closer","Plated Arm for DCC Closer to match DCC2024SM, DCC2024SM/36, DCC2003SM, DCC2024CF, DCC2024/CF/36","Male Symbol","76mm Dia."
"Plated Full Cover Overhead Door Closer","Eurospec","DCEM2004-SV","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/d/cdg003pnp-small.webp","Home, All product, Door controls, closers fixed power, Plated Full Cover Overhead Door Closer","This Contract overhead door closer is a fixed power size 3 closer suitable for doors up to 950mm wide weighting no more than 60Kg.Angle of opening is 180 degrees. An all round door closer to suit all domestic and light office applications. It has a CE mark and is BS EN 1154 approved. Suitable for domestic and commercial use and is fire door rated.
Certifire LinkDOP CertificateDOC Certificate","Silver","76mm Dia."
"Overhead Door Closer Variable Power","Eurospec","DCEM2004-SV","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/d/cdg025pnp_2_2.webp","Home, All product, Door controls, closers variable power, Overhead Door Closer Variable Power","Overhead door closer EN2-5 by spring c/w backcheck c/w Fig 6 Bracket EN1154. Suitable for left and right hand application, Suitable for doors up to 100kg and/or 1250mm wide, Power size 2-5 adjustable by spring, Manufactured with flat arm set. The product is fire rated and CE marked to BS EN 1154 standards. The range is Certifire approved to CF5400. The CDG025 overhead door closer has an opening force (0-30) less than 30N when fitted to a minimum width door of 926mm, and has an opening force (30-60) less than 22.5N when fitted to a minimum width door of 838mm tested in laboratory conditions. Therefore the suitable width of door for the CDG025 overhead door closer fixed in the above fixing position is 926mm.
Certifire LinkDOP CertificateDOC Certificate","Silver","76mm Dia."
"Overhead Door Closers","Eurospec","DCEM2004-SV","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/d/cdg420pnp_1.webp","Home, All product, Door controls, closers variable power, Overhead Door Closers","CDG420 is a template adjustable overhead door closer, EN 2  4, which is suitable for inward or outward opening doors up to 80kg in weight, and/or 1100mm wide. It has been successfully tested in all installation applications to BS EN1154:1996, and covered by CE and Certifire accreditations. Suitable for use on timber fire doors, up to 120 minute rating. Includes a cover and Fig6 bracket as standard.
DOP CertificateDOC Certificate
CDG420Fitting Printing Requirements
Installation Inst sheet (CGD420)  To be printed on A4 double sided.
Template Fitting (CDG420 Template)  To be printed A3 double sided. These need to be printed at precisely 1:1 scale. Do not fit to page size, print out at 100% scale on A3, with printer calibrated to A3 size. This is a template and must line up fully with the physical product.
Certifire Link","Silver","76mm Dia."
